BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
J000289,HON. JIM JORDAN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717357,DESKTOP SOLUTIONS INC
K000375,HON. WILLIAM R. KEATING,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712135,DESKTOP SOLUTIONS INC
K000375,HON. WILLIAM R. KEATING,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717848,DESKTOP SOLUTIONS INC
K000376,HON. MIKE KELLY,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712899,DESKTOP SOLUTIONS INC
K000376,HON. MIKE KELLY,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718601,DESKTOP SOLUTIONS INC
K000376,HON. ROBIN L. KELLY,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707815,DESKTOP SOLUTIONS INC
K000376,HON. ROBIN L. KELLY,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712902,DESKTOP SOLUTIONS INC
K000376,HON. ROBIN L. KELLY,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718604,DESKTOP SOLUTIONS INC
K000379,"HON. JOSEPH P. KENNEDY, III",2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,706919,DESKTOP SOLUTIONS INC
K000379,"HON. JOSEPH P. KENNEDY, III",2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711995,DESKTOP SOLUTIONS INC
K000379,"HON. JOSEPH P. KENNEDY, III",2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717708,DESKTOP SOLUTIONS INC
K000380,HON. DANIEL T. KILDEE,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707045,DESKTOP SOLUTIONS INC
K000380,HON. DANIEL T. KILDEE,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712117,DESKTOP SOLUTIONS INC
K000380,HON. DANIEL T. KILDEE,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717830,DESKTOP SOLUTIONS INC
K000381,HON. DEREK KILMER,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711814,DESKTOP SOLUTIONS INC
K000381,HON. DEREK KILMER,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717528,DESKTOP SOLUTIONS INC
K000362,HON. STEVE KING,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707211,DESKTOP SOLUTIONS INC
K000362,HON. STEVE KING,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712285,DESKTOP SOLUTIONS INC
K000362,HON. STEVE KING,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717998,DESKTOP SOLUTIONS INC
K000382,HON. ANN M. KUSTER,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712141,DESKTOP SOLUTIONS INC
K000382,HON. ANN M. KUSTER,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717854,DESKTOP SOLUTIONS INC
L000567,HON. LEONARD LANCE,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711727,DESKTOP SOLUTIONS INC
L000567,HON. LEONARD LANCE,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717440,DESKTOP SOLUTIONS INC
L000559,HON. JAMES R. LANGEVIN,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712181,DESKTOP SOLUTIONS INC
L000559,HON. JAMES R. LANGEVIN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717893,DESKTOP SOLUTIONS INC
L000575,HON. JAMES LANKFORD,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712144,DESKTOP SOLUTIONS INC
L000575,HON. JAMES LANKFORD,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717857,DESKTOP SOLUTIONS INC
L000560,HON. RICK LARSEN,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711813,DESKTOP SOLUTIONS INC
L000560,HON. RICK LARSEN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717527,DESKTOP SOLUTIONS INC
L000557,HON. JOHN B. LARSON,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707059,DESKTOP SOLUTIONS INC
L000557,HON. JOHN B. LARSON,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712131,DESKTOP SOLUTIONS INC
L000557,HON. JOHN B. LARSON,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717844,DESKTOP SOLUTIONS INC
L000566,HON. ROBERT E. LATTA,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707843,DESKTOP SOLUTIONS INC
L000566,HON. ROBERT E. LATTA,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712930,DESKTOP SOLUTIONS INC
L000566,HON. ROBERT E. LATTA,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718632,DESKTOP SOLUTIONS INC
L000287,HON. JOHN LEWIS,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707403,DESKTOP SOLUTIONS INC
L000287,HON. JOHN LEWIS,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712481,DESKTOP SOLUTIONS INC
L000287,HON. JOHN LEWIS,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718189,DESKTOP SOLUTIONS INC
L000554,HON. FRANK A. LOBIONDO,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711835,DESKTOP SOLUTIONS INC
L000554,HON. FRANK A. LOBIONDO,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717549,DESKTOP SOLUTIONS INC
L000397,HON. ZOE LOFGREN,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707391,DESKTOP SOLUTIONS INC
L000397,HON. ZOE LOFGREN,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712470,DESKTOP SOLUTIONS INC
L000397,HON. ZOE LOFGREN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718178,DESKTOP SOLUTIONS INC
L000576,HON. BILLY LONG,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711779,DESKTOP SOLUTIONS INC
L000576,HON. BILLY LONG,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717493,DESKTOP SOLUTIONS INC
L000579,HON. ALAN S. LOWENTHAL,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711894,DESKTOP SOLUTIONS INC
L000579,HON. ALAN S. LOWENTHAL,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717607,DESKTOP SOLUTIONS INC
L000570,HON. BEN RAY LUJAN,2014Q1,OTHER SERVICES,25-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,716205,DESKTOP SOLUTIONS INC
L000570,HON. BEN RAY LUJAN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717897,DESKTOP SOLUTIONS INC
M001171,HON. DANIEL B. MAFFEI,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712118,DESKTOP SOLUTIONS INC
M001171,HON. DANIEL B. MAFFEI,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717831,DESKTOP SOLUTIONS INC
M001158,HON. KENNY MARCHANT,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712466,DESKTOP SOLUTIONS INC
M001158,HON. KENNY MARCHANT,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718174,DESKTOP SOLUTIONS INC
M001179,HON. TOM MARINO,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,706629,DESKTOP SOLUTIONS INC
M001179,HON. TOM MARINO,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711748,DESKTOP SOLUTIONS INC
M001179,HON. TOM MARINO,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717461,DESKTOP SOLUTIONS INC
M001163,HON. DORIS MATSUI,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711682,DESKTOP SOLUTIONS INC
M001163,HON. DORIS MATSUI,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717394,DESKTOP SOLUTIONS INC
M001165,HON. KEVIN MCCARTHY,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707963,DESKTOP SOLUTIONS INC
M001165,HON. KEVIN MCCARTHY,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,713057,DESKTOP SOLUTIONS INC
M001165,HON. KEVIN MCCARTHY,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718758,DESKTOP SOLUTIONS INC
M001157,HON. MICHAEL T. MCCAUL,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711881,DESKTOP SOLUTIONS INC
M001157,HON. MICHAEL T. MCCAUL,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717594,DESKTOP SOLUTIONS INC
M001177,HON. TOM MCCLINTOCK,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707522,DESKTOP SOLUTIONS INC
M001177,HON. TOM MCCLINTOCK,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712601,DESKTOP SOLUTIONS INC
M001177,HON. TOM MCCLINTOCK,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718308,DESKTOP SOLUTIONS INC
M000404,HON. JIM MCDERMOTT,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707779,DESKTOP SOLUTIONS INC
M000404,HON. JIM MCDERMOTT,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712864,DESKTOP SOLUTIONS INC
M000404,HON. JIM MCDERMOTT,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718566,DESKTOP SOLUTIONS INC
M001159,HON. CATHY MCMORRIS RODGERS,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707389,DESKTOP SOLUTIONS INC
M001159,HON. CATHY MCMORRIS RODGERS,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712468,DESKTOP SOLUTIONS INC
M001159,HON. CATHY MCMORRIS RODGERS,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718176,DESKTOP SOLUTIONS INC
M001188,HON. GRACE MENG,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712121,DESKTOP SOLUTIONS INC
M001188,HON. GRACE MENG,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717834,DESKTOP SOLUTIONS INC
M001189,HON. LUKE MESSER,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,706727,DESKTOP SOLUTIONS INC
M001189,HON. LUKE MESSER,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711825,DESKTOP SOLUTIONS INC
M001189,HON. LUKE MESSER,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717539,DESKTOP SOLUTIONS INC
M001150,HON. CANDICE S. MILLER,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711805,DESKTOP SOLUTIONS INC
M001150,HON. CANDICE S. MILLER,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717519,DESKTOP SOLUTIONS INC
M000725,HON. GEORGE MILLER,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707194,DESKTOP SOLUTIONS INC
M000725,HON. GEORGE MILLER,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712271,DESKTOP SOLUTIONS INC
M000725,HON. GEORGE MILLER,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717984,DESKTOP SOLUTIONS INC
M001160,HON. GWEN MOORE,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,707574,DESKTOP SOLUTIONS INC
M001160,HON. GWEN MOORE,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712656,DESKTOP SOLUTIONS INC
M001160,HON. GWEN MOORE,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718362,DESKTOP SOLUTIONS INC
M001190,HON. MARKWAYNE MULLIN,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711654,DESKTOP SOLUTIONS INC
M001190,HON. MARKWAYNE MULLIN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717366,DESKTOP SOLUTIONS INC
M001151,HON. TIM MURPHY,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711898,DESKTOP SOLUTIONS INC
M001151,HON. TIM MURPHY,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717611,DESKTOP SOLUTIONS INC
N000179,HON. GRACE F. NAPOLITANO,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717420,DESKTOP SOLUTIONS INC
N000184,HON. KRISTI L. NOEM,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712189,DESKTOP SOLUTIONS INC
N000184,HON. KRISTI L. NOEM,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717902,DESKTOP SOLUTIONS INC
N000127,HON. RICHARD M. NOLAN,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,706844,DESKTOP SOLUTIONS INC
N000127,HON. RICHARD M. NOLAN,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711920,DESKTOP SOLUTIONS INC
N000127,HON. RICHARD M. NOLAN,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717633,DESKTOP SOLUTIONS INC
N000185,HON. RICHARD B. NUGENT,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,712406,DESKTOP SOLUTIONS INC
N000185,HON. RICHARD B. NUGENT,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,718115,DESKTOP SOLUTIONS INC
O000169,HON. WILLIAM L. OWENS,2014Q1,OTHER SERVICES,16-Jan,DESKTOP SOLUTIONS INC,1/1/14,1/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,706545,DESKTOP SOLUTIONS INC
O000169,HON. WILLIAM L. OWENS,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711672,DESKTOP SOLUTIONS INC
O000169,HON. WILLIAM L. OWENS,2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717384,DESKTOP SOLUTIONS INC
P000096,"HON. BILL PASCRELL, JR.",2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711856,DESKTOP SOLUTIONS INC
P000096,"HON. BILL PASCRELL, JR.",2014Q1,OTHER SERVICES,16-Mar,DESKTOP SOLUTIONS INC,3/1/14,3/31/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,717570,DESKTOP SOLUTIONS INC
P000099,HON. ED PASTOR,2014Q1,OTHER SERVICES,16-Feb,DESKTOP SOLUTIONS INC,2/1/14,2/28/14,TECHNOLOGY SERVICE CONTRACTS,"$ 1,885.00",2014,AP,Accounts payable,711717,DESKTOP SOLUTIONS INC
