BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$19.50,FISCAL YEAR 2014,GL,General ledger,MNT0042817,
D000610,HON. THEODORE E. DEUTCH,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0036218,
D000610,HON. THEODORE E. DEUTCH,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0037022,
D000610,HON. THEODORE E. DEUTCH,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0037878,
L000491,HON. FRANK D. LUCAS,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0036218,
W000809,HON. STEVE WOMACK,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0036218,
W000809,HON. STEVE WOMACK,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0037022,
W000809,HON. STEVE WOMACK,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0037878,
W000809,HON. STEVE WOMACK,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0038717,
W000809,HON. STEVE WOMACK,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0039410,
W000809,HON. STEVE WOMACK,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0040194,
R000409,HON. DANA ROHRABACHER,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0041095,
R000409,HON. DANA ROHRABACHER,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0041893,
R000409,HON. DANA ROHRABACHER,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0042817,
W000809,HON. STEVE WOMACK,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0041095,
W000809,HON. STEVE WOMACK,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0041893,
W000809,HON. STEVE WOMACK,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0042817,
R000409,HON. DANA ROHRABACHER,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0043720,
R000409,HON. DANA ROHRABACHER,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0044488,
R000409,HON. DANA ROHRABACHER,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0045337,
W000809,HON. STEVE WOMACK,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0043720,
W000809,HON. STEVE WOMACK,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0044488,
W000809,HON. STEVE WOMACK,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$20.00,2014,GL,General ledger,MNT0045337,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$20.08,FISCAL YEAR 2015,GL,General ledger,MNT0043720,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$20.08,FISCAL YEAR 2015,GL,General ledger,MNT0044488,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$20.08,FISCAL YEAR 2015,GL,General ledger,MNT0045337,
B001262,HON. PAUL C. BROUN,2014Q2,EQUIPMENT,30-Apr,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$20.20,2014,GL,General ledger,MNT0038717,
B001262,HON. PAUL C. BROUN,2014Q2,EQUIPMENT,30-Apr,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$20.20,2014,GL,General ledger,MNT0038717,
B001262,HON. PAUL C. BROUN,2014Q2,EQUIPMENT,30-Apr,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$20.20,2014,GL,General ledger,MNT0038717,
,CLERK OF THE HOUSE,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0037022,
,CLERK OF THE HOUSE,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0037878,
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0038717,
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0039410,
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0040194,
,CLERK OF THE HOUSE,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0041095,
,CLERK OF THE HOUSE,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0041893,
,CLERK OF THE HOUSE,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2014,GL,General ledger,MNT0042817,
,CLERK OF THE HOUSE,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2015,GL,General ledger,MNT0043720,
,CLERK OF THE HOUSE,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2015,GL,General ledger,MNT0044488,
,CLERK OF THE HOUSE,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$20.42,FISCAL YEAR 2015,GL,General ledger,MNT0045337,
B000589,HON. JOHN A. BOEHNER,2014Q2,EQUIPMENT,30-Apr,,1/3/14,3/31/14,MAINTENANCE / REPAIRS,$21.15,2014,GL,General ledger,AMM0038796,
B001275,HON. LARRY BUCSHON,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0036218,
B001275,HON. LARRY BUCSHON,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0037022,
B001275,HON. LARRY BUCSHON,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0037878,
B001275,HON. LARRY BUCSHON,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0038717,
B001275,HON. LARRY BUCSHON,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0039410,
B001275,HON. LARRY BUCSHON,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0040194,
B001275,HON. LARRY BUCSHON,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0041095,
B001275,HON. LARRY BUCSHON,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0041893,
B001275,HON. LARRY BUCSHON,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0042817,
B001275,HON. LARRY BUCSHON,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0043720,
B001275,HON. LARRY BUCSHON,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0044488,
B001275,HON. LARRY BUCSHON,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$21.16,2014,GL,General ledger,MNT0045337,
B001278,HON. SUZANNE BONAMICI,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$21.21,2014,GL,General ledger,MNT0039410,
B001278,HON. SUZANNE BONAMICI,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$21.21,2014,GL,General ledger,MNT0040194,
,COMMITTEE ON FINANCIAL SERVICE,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/4/14,MAINTENANCE / REPAIRS,$21.60,2014,GL,General ledger,MNT0040194,
G000566,HON. TREY GOWDY,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/15/14,MAINTENANCE / REPAIRS,$22.02,2014,GL,General ledger,MNT0036218,
B001285,HON. JULIA BROWNLEY,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/8/14,MAINTENANCE / REPAIRS,$22.45,2014,GL,General ledger,MNT0036218,
P000604,HON. DONALD PAYNE JR,2014Q2,EQUIPMENT,30-May,,5/1/14,5/7/14,MAINTENANCE / REPAIRS,$22.58,2014,GL,General ledger,MNT0039410,
,"COMM ON SCIENCE, SPACE & TECH",2014Q3,EQUIPMENT,29-Aug,,7/28/14,7/31/14,MAINTENANCE / REPAIRS,$23.61,2014,GL,General ledger,MNT0041893,
S001191,HON. KYRSTEN SINEMA,2014Q3,EQUIPMENT,31-Jul,,7/9/14,7/31/14,MAINTENANCE / REPAIRS,$23.99,2014,GL,General ledger,MNT0041095,
F000454,HON. BILL FOSTER,2014Q1,EQUIPMENT,28-Feb,,1/28/14,1/31/14,MAINTENANCE / REPAIRS,$24.52,2014,GL,General ledger,MNT0037022,
W000815,HON. BRAD R. WENSTRUP,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/9/14,MAINTENANCE / REPAIRS,$25.26,2014,GL,General ledger,MNT0036218,
P000592,HON. TED POE,2014Q2,EQUIPMENT,30-May,,5/1/14,5/6/14,MAINTENANCE / REPAIRS,$26.90,2014,GL,General ledger,MNT0039410,
G000572,HON. PETE P. GALLEGO,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0036218,
G000572,HON. PETE P. GALLEGO,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0037022,
G000572,HON. PETE P. GALLEGO,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0037878,
G000572,HON. PETE P. GALLEGO,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0038717,
G000572,HON. PETE P. GALLEGO,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0039410,
G000572,HON. PETE P. GALLEGO,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0040194,
G000572,HON. PETE P. GALLEGO,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0041095,
G000572,HON. PETE P. GALLEGO,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0041893,
G000572,HON. PETE P. GALLEGO,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0042817,
G000572,HON. PETE P. GALLEGO,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$27.00,2014,GL,General ledger,MNT0043720,
C000714,"HON. JOHN CONYERS, JR.",2014Q2,EQUIPMENT,30-May,,5/22/14,5/31/14,MAINTENANCE / REPAIRS,$28.06,2014,GL,General ledger,MNT0039410,
,TRANSPORTATION-INFRASTRUCTURE,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/9/14,MAINTENANCE / REPAIRS,$28.50,2014,GL,General ledger,MNT0042817,
G000559,HON. JOHN GARAMENDI,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/10/14,MAINTENANCE / REPAIRS,$29.68,2014,GL,General ledger,MNT0037878,
P000258,HON. COLLIN C. PETERSON,2014Q1,EQUIPMENT,28-Feb,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$30.00,2014,GL,General ledger,MNT0037022,
C001094,HON. PAUL COOK,2014Q3,EQUIPMENT,29-Aug,,8/20/14,8/31/14,MAINTENANCE / REPAIRS,$30.97,2014,GL,General ledger,MNT0041893,
C001037,HON. MICHAEL E. CAPUANO,2014Q2,EQUIPMENT,30-Jun,,1/1/14,4/30/14,MAINTENANCE / REPAIRS,$31.04,2014,GL,General ledger,AMM0040201,
N000184,HON. KRISTI L. NOEM,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$31.20,2014,GL,General ledger,MNT0036218,
S000480,HON. LOUISE SLAUGHTER,2014Q1,EQUIPMENT,31-Mar,,2/20/14,2/28/14,MAINTENANCE / REPAIRS,$32.14,2014,GL,General ledger,MNT0037878,
P000592,HON. TED POE,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$32.33,2014,GL,General ledger,MNT0039410,
G000572,HON. PETE P. GALLEGO,2015Q1,EQUIPMENT,30-Jan,,10/1/14,11/30/14,MAINTENANCE / REPAIRS,$32.40,2014,GL,General ledger,AMM0046247,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/12/14,MAINTENANCE / REPAIRS,$33.00,FISCAL YEAR 2014,GL,General ledger,MNT0040194,
M001166,HON. JERRY MCNERNEY,2014Q3,EQUIPMENT,30-Sep,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$33.20,2014,GL,General ledger,MNT0042817,
M001166,HON. JERRY MCNERNEY,2014Q3,EQUIPMENT,30-Sep,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$33.20,2014,GL,General ledger,MNT0042817,
M001166,HON. JERRY MCNERNEY,2014Q3,EQUIPMENT,30-Sep,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$33.20,2014,GL,General ledger,MNT0042817,
M001166,HON. JERRY MCNERNEY,2014Q3,EQUIPMENT,30-Sep,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$33.20,2014,GL,General ledger,MNT0042817,
M000404,HON. JIM MCDERMOTT,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0036218,
M000404,HON. JIM MCDERMOTT,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0037022,
M000404,HON. JIM MCDERMOTT,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0037878,
M000404,HON. JIM MCDERMOTT,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0038717,
M000404,HON. JIM MCDERMOTT,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0039410,
M000404,HON. JIM MCDERMOTT,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0040194,
M000404,HON. JIM MCDERMOTT,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0041095,
M000404,HON. JIM MCDERMOTT,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0041893,
M000404,HON. JIM MCDERMOTT,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0042817,
M000404,HON. JIM MCDERMOTT,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0043720,
M000404,HON. JIM MCDERMOTT,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0044488,
M000404,HON. JIM MCDERMOTT,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$33.33,2014,GL,General ledger,MNT0045337,
L000573,HON. RAUL R. LABRADOR,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/21/14,MAINTENANCE / REPAIRS,$33.36,2014,GL,General ledger,MNT0037878,
W000187,HON. MAXINE WATERS,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/12/14,MAINTENANCE / REPAIRS,$33.68,2014,GL,General ledger,MNT0037878,
,COMMITTEE ON BENGHAZI,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$33.76,2014,GL,General ledger,MNT0040194,
,COMMITTEE ON BENGHAZI,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$33.76,2014,GL,General ledger,MNT0041095,
,COMMITTEE ON BENGHAZI,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$33.76,2014,GL,General ledger,MNT0041893,
P000608,HON. SCOTT H. PETERS,2014Q3,EQUIPMENT,31-Jul,,7/18/14,7/31/14,MAINTENANCE / REPAIRS,$33.87,2014,GL,General ledger,MNT0041095,
N000184,HON. KRISTI L. NOEM,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0037022,
N000184,HON. KRISTI L. NOEM,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0037878,
N000184,HON. KRISTI L. NOEM,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0038717,
N000184,HON. KRISTI L. NOEM,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0039410,
N000184,HON. KRISTI L. NOEM,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0040194,
N000184,HON. KRISTI L. NOEM,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0041095,
N000184,HON. KRISTI L. NOEM,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0041893,
N000184,HON. KRISTI L. NOEM,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0042817,
N000184,HON. KRISTI L. NOEM,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0043720,
N000184,HON. KRISTI L. NOEM,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0044488,
N000184,HON. KRISTI L. NOEM,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$34.40,2014,GL,General ledger,MNT0045337,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$34.50,FISCAL YEAR 2014,GL,General ledger,MNT0040194,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$34.50,FISCAL YEAR 2014,GL,General ledger,MNT0041095,
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$34.50,FISCAL YEAR 2014,GL,General ledger,MNT0041893,
,COMMITTEE ON ENERGY & COMMERCE,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/9/14,MAINTENANCE / REPAIRS,$36.00,2014,GL,General ledger,MNT0036218,
,CLERK OF THE HOUSE,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/6/14,MAINTENANCE / REPAIRS,$36.77,FISCAL YEAR 2015,GL,General ledger,MNT0043720,
B001255,"HON. CHARLES W. BOUSTANY, JR.",2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$37.08,2014,GL,General ledger,MNT0043720,
B001255,"HON. CHARLES W. BOUSTANY, JR.",2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$37.08,2014,GL,General ledger,MNT0044488,
B001255,"HON. CHARLES W. BOUSTANY, JR.",2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$37.08,2014,GL,General ledger,MNT0045337,
T000468,HON. DINA TITUS,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0038717,
T000468,HON. DINA TITUS,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0039410,
T000468,HON. DINA TITUS,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0040194,
T000468,HON. DINA TITUS,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0041095,
T000468,HON. DINA TITUS,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0041893,
T000468,HON. DINA TITUS,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0042817,
T000468,HON. DINA TITUS,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0043720,
T000468,HON. DINA TITUS,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0044488,
T000468,HON. DINA TITUS,2014Q4,EQUIPMENT,31-Dec,,12/1/14,12/31/14,MAINTENANCE / REPAIRS,$37.50,2014,GL,General ledger,MNT0045337,
C000071,HON. DAVE CAMP,2014Q2,EQUIPMENT,30-Apr,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$38.10,2014,GL,General ledger,MNT0038717,
C000071,HON. DAVE CAMP,2014Q2,EQUIPMENT,30-Apr,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$38.10,2014,GL,General ledger,MNT0038717,
Y000065,HON. TED S. YOHO,2014Q1,EQUIPMENT,31-Jan,,1/1/14,1/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0036218,
Y000065,HON. TED S. YOHO,2014Q1,EQUIPMENT,28-Feb,,2/1/14,2/28/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0037022,
Y000065,HON. TED S. YOHO,2014Q1,EQUIPMENT,31-Mar,,3/1/14,3/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0037878,
Y000065,HON. TED S. YOHO,2014Q2,EQUIPMENT,30-Apr,,4/1/14,4/30/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0038717,
Y000065,HON. TED S. YOHO,2014Q2,EQUIPMENT,30-May,,5/1/14,5/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0039410,
Y000065,HON. TED S. YOHO,2014Q2,EQUIPMENT,30-Jun,,6/1/14,6/30/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0040194,
Y000065,HON. TED S. YOHO,2014Q3,EQUIPMENT,31-Jul,,7/1/14,7/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0041095,
Y000065,HON. TED S. YOHO,2014Q3,EQUIPMENT,29-Aug,,8/1/14,8/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0041893,
Y000065,HON. TED S. YOHO,2014Q3,EQUIPMENT,30-Sep,,9/1/14,9/30/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0042817,
Y000065,HON. TED S. YOHO,2014Q4,EQUIPMENT,31-Oct,,10/1/14,10/31/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0043720,
Y000065,HON. TED S. YOHO,2014Q4,EQUIPMENT,28-Nov,,11/1/14,11/30/14,MAINTENANCE / REPAIRS,$38.33,2014,GL,General ledger,MNT0044488,
