BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
M001137,HON. GREGORY W. MEEKS,2014Q4,PRINTING AND REPRODUCTION,18-Dec,XEROX CORPORATION,9/21/14,10/21/14,PRINTING & REPRODUCTION,$74.96,2014,AP,Accounts payable,E0227432,XEROX CORPORATION
W000798,HON. TIM WALBERG,2014Q1,PRINTING AND REPRODUCTION,7-Feb,ANDERSON PRINTING & MAILING,1/24/14,1/24/14,PRINTING & REPRODUCTION,$74.98,2014,AP,Accounts payable,E0115073,ANDERSON PRINTING & MAILING
D000618,HON. STEVE DAINES,2014Q3,PRINTING AND REPRODUCTION,30-Sep,ACCURATE WORD LLC,9/24/14,9/24/14,PRINTING & REPRODUCTION,$74.98,2014,AP,Accounts payable,E0199771,ACCURATE WORD LLC
B000755,HON. KEVIN BRADY,2015Q1,PRINTING AND REPRODUCTION,30-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0241774,DAVID L ANDRUKITIS INC
C000537,HON. JAMES E. CLYBURN,2015Q1,PRINTING AND REPRODUCTION,27-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0240112,DAVID L ANDRUKITIS INC
C001038,HON. JOSEPH CROWLEY,2015Q1,PRINTING AND REPRODUCTION,13-Jan,DAVID L. ANDRUKITUS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0234624,DAVID L. ANDRUKITUS INC
G000564,HON. CHRISTOPHER P. GIBSON,2015Q1,PRINTING AND REPRODUCTION,19-Feb,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0248142,DAVID L ANDRUKITIS INC
H001055,HON. JOSEPH J. HECK,2015Q1,PRINTING AND REPRODUCTION,12-Mar,BIZ-GOODS,12/23/14,12/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0252442,BIZ-GOODS
K000379,"HON. JOSEPH P. KENNEDY, III",2015Q1,PRINTING AND REPRODUCTION,13-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0235135,DAVID L ANDRUKITIS INC
K000380,HON. DANIEL T. KILDEE,2015Q1,PRINTING AND REPRODUCTION,11-Mar,ACCURATE WORD LLC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,779141,ACCURATE WORD LLC
P000608,HON. SCOTT H. PETERS,2015Q1,PRINTING AND REPRODUCTION,28-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0240546,DAVID L ANDRUKITIS INC
P000608,HON. SCOTT H. PETERS,2015Q1,PRINTING AND REPRODUCTION,28-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0240547,DAVID L ANDRUKITIS INC
Q000023,HON. MIKE QUIGLEY,2015Q1,PRINTING AND REPRODUCTION,20-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0237037,DAVID L ANDRUKITIS INC
R000578,HON. DAVID G. REICHERT,2015Q1,PRINTING AND REPRODUCTION,9-Mar,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0253939,DAVID L ANDRUKITIS INC
T000470,HON. SCOTT R. TIPTON,2015Q1,PRINTING AND REPRODUCTION,16-Jan,DAVID L ANDRUKITIS INC,12/31/14,12/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0237123,DAVID L ANDRUKITIS INC
B001260,HON. VERN G. BUCHANAN,2014Q1,PRINTING AND REPRODUCTION,18-Mar,DAVID L. ANDRUKITUS INC,2/27/14,2/27/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0129050,DAVID L. ANDRUKITUS INC
B001260,HON. VERN G. BUCHANAN,2014Q1,PRINTING AND REPRODUCTION,19-Mar,DAVID L. ANDRUKITUS INC,2/27/14,2/27/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0129061,DAVID L. ANDRUKITUS INC
C001059,HON. JIM COSTA,2014Q1,PRINTING AND REPRODUCTION,25-Mar,DAVID L. ANDRUKITUS INC,3/7/14,3/7/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0133226,DAVID L. ANDRUKITUS INC
D000619,HON. RODNEY DAVIS,2014Q1,PRINTING AND REPRODUCTION,31-Mar,DAVID L. ANDRUKITUS INC,3/12/14,3/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0133996,DAVID L. ANDRUKITUS INC
D000619,HON. RODNEY DAVIS,2014Q1,PRINTING AND REPRODUCTION,31-Mar,DAVID L. ANDRUKITUS INC,3/12/14,3/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0134006,DAVID L. ANDRUKITUS INC
D000355,HON. JOHN D. DINGELL,2014Q1,PRINTING AND REPRODUCTION,21-Mar,DAVID L. ANDRUKITUS INC,3/7/14,3/7/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0131285,DAVID L. ANDRUKITUS INC
E000288,HON. KEITH ELLISON,2014Q1,PRINTING AND REPRODUCTION,12-Mar,DAVID L. ANDRUKITUS INC,3/7/14,3/7/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0127491,DAVID L. ANDRUKITUS INC
F000372,HON. RODNEY P. FRELINGHUYSEN,2014Q1,PRINTING AND REPRODUCTION,14-Mar,DAVID L. ANDRUKITUS INC,2/28/14,2/28/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0129486,DAVID L. ANDRUKITUS INC
J000032,HON. SHEILA JACKSON LEE,2014Q1,PRINTING AND REPRODUCTION,27-Jan,KWICK KOPY BUSINESS SOLUTIONS,1/22/14,1/22/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0110935,KWICK KOPY BUSINESS SOLUTIONS
M001192,HON. VANCE M. MCALLISTER,2014Q1,PRINTING AND REPRODUCTION,23-Jan,DAVID L. ANDRUKITUS INC,1/13/14,1/13/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0109570,DAVID L. ANDRUKITUS INC
M001192,HON. VANCE M. MCALLISTER,2014Q1,PRINTING AND REPRODUCTION,25-Mar,DAVID L. ANDRUKITUS INC,3/20/14,3/20/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0133441,DAVID L. ANDRUKITUS INC
M001188,HON. GRACE MENG,2014Q1,PRINTING AND REPRODUCTION,11-Mar,DAVID L. ANDRUKITUS INC,3/5/14,3/5/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0127367,DAVID L. ANDRUKITUS INC
W000799,HON. TIMOTHY J. WALZ,2014Q1,PRINTING AND REPRODUCTION,13-Mar,DAVID L. ANDRUKITUS INC,2/28/14,2/28/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0128312,DAVID L. ANDRUKITUS INC
W000799,HON. TIMOTHY J. WALZ,2014Q1,PRINTING AND REPRODUCTION,14-Mar,DAVID L. ANDRUKITUS INC,2/28/14,2/28/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0128297,DAVID L. ANDRUKITUS INC
Y000062,HON. JOHN A. YARMUTH,2014Q1,PRINTING AND REPRODUCTION,18-Mar,DAVID L. ANDRUKITUS INC,3/12/14,3/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0130705,DAVID L. ANDRUKITUS INC
B001278,HON. SUZANNE BONAMICI,2014Q2,PRINTING AND REPRODUCTION,25-Jun,DAVID L. ANDRUKITUS INC,6/19/14,6/19/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0167465,DAVID L. ANDRUKITUS INC
B001260,HON. VERN G. BUCHANAN,2014Q2,PRINTING AND REPRODUCTION,14-May,DAVID L. ANDRUKITUS INC,4/16/14,4/16/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0151167,DAVID L. ANDRUKITUS INC
C000537,HON. JAMES E. CLYBURN,2014Q2,PRINTING AND REPRODUCTION,14-Apr,DAVID L. ANDRUKITUS INC,3/27/14,3/27/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0141413,DAVID L. ANDRUKITUS INC
C000537,HON. JAMES E. CLYBURN,2014Q2,PRINTING AND REPRODUCTION,14-Apr,DAVID L. ANDRUKITUS INC,3/27/14,3/27/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0141427,DAVID L. ANDRUKITUS INC
C000537,HON. JAMES E. CLYBURN,2014Q2,PRINTING AND REPRODUCTION,26-Jun,DAVID L. ANDRUKITUS INC,6/2/14,6/2/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0168055,DAVID L. ANDRUKITUS INC
C000714,"HON. JOHN CONYERS, JR.",2014Q2,PRINTING AND REPRODUCTION,1-Apr,DAVID L. ANDRUKITUS INC,3/25/14,3/25/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0134778,DAVID L. ANDRUKITUS INC
C000714,"HON. JOHN CONYERS, JR.",2014Q2,PRINTING AND REPRODUCTION,9-Apr,DAVID L. ANDRUKITUS INC,4/2/14,4/2/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0138349,DAVID L. ANDRUKITUS INC
C000714,"HON. JOHN CONYERS, JR.",2014Q2,PRINTING AND REPRODUCTION,29-Apr,DAVID L. ANDRUKITUS INC,4/23/14,4/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0145547,DAVID L. ANDRUKITUS INC
E000288,HON. KEITH ELLISON,2014Q2,PRINTING AND REPRODUCTION,29-May,DAVID L. ANDRUKITUS INC,5/28/14,5/28/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0157783,DAVID L. ANDRUKITUS INC
F000043,HON. CHAKA FATTAH,2014Q2,PRINTING AND REPRODUCTION,13-Jun,DAVID L. ANDRUKITUS INC,6/3/14,6/3/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0163548,DAVID L. ANDRUKITUS INC
H001068,HON. JARED HUFFMAN,2014Q2,PRINTING AND REPRODUCTION,8-Apr,DAVID L. ANDRUKITUS INC,4/1/14,4/1/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0138630,DAVID L. ANDRUKITUS INC
J000126,HON. EDDIE BERNICE JOHNSON,2014Q2,PRINTING AND REPRODUCTION,15-Apr,DAVID L. ANDRUKITUS INC,4/8/14,4/8/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0141779,DAVID L. ANDRUKITUS INC
L000263,HON. SANDER M. LEVIN,2014Q2,PRINTING AND REPRODUCTION,19-Jun,DAVID L. ANDRUKITUS INC,6/12/14,6/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0165566,DAVID L. ANDRUKITUS INC
L000563,HON. DANIEL LIPINSKI,2014Q2,PRINTING AND REPRODUCTION,26-Jun,DAVID L. ANDRUKITUS INC,6/24/14,6/24/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0167939,DAVID L. ANDRUKITUS INC
N000002,HON. JERROLD NADLER,2014Q2,PRINTING AND REPRODUCTION,28-May,DAVID L. ANDRUKITUS INC,5/20/14,5/20/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0157086,DAVID L. ANDRUKITUS INC
P000607,HON. MARK POCAN,2014Q2,PRINTING AND REPRODUCTION,1-Apr,DAVID L. ANDRUKITUS INC,3/20/14,3/20/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0134593,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q2,PRINTING AND REPRODUCTION,2-May,DAVID L. ANDRUKITUS INC,4/16/14,4/16/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0147202,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q2,PRINTING AND REPRODUCTION,2-May,DAVID L. ANDRUKITUS INC,4/16/14,4/16/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0147218,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q2,PRINTING AND REPRODUCTION,30-May,DAVID L. ANDRUKITUS INC,5/23/14,5/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0158257,DAVID L. ANDRUKITUS INC
R000577,HON. TIMOTHY J. RYAN,2014Q2,PRINTING AND REPRODUCTION,12-Jun,DAVID L. ANDRUKITUS INC,6/2/14,6/2/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0162956,DAVID L. ANDRUKITUS INC
B001260,HON. VERN G. BUCHANAN,2014Q3,PRINTING AND REPRODUCTION,11-Jul,DAVID L. ANDRUKITUS INC,5/27/14,5/27/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0172727,DAVID L. ANDRUKITUS INC
C001037,HON. MICHAEL E. CAPUANO,2014Q3,PRINTING AND REPRODUCTION,9-Jul,DAVID L. ANDRUKITUS INC,6/18/14,6/18/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0172059,DAVID L. ANDRUKITUS INC
C000537,HON. JAMES E. CLYBURN,2014Q3,PRINTING AND REPRODUCTION,29-Jul,DAVID L. ANDRUKITUS INC,6/24/14,6/24/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0178904,DAVID L. ANDRUKITUS INC
C000537,HON. JAMES E. CLYBURN,2014Q3,PRINTING AND REPRODUCTION,12-Sep,DAVID L. ANDRUKITUS INC,9/4/14,9/4/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0194652,DAVID L. ANDRUKITUS INC
C001069,HON. JOE COURTNEY,2014Q3,PRINTING AND REPRODUCTION,14-Jul,DAVID L. ANDRUKITUS INC,6/30/14,6/30/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0173827,DAVID L. ANDRUKITUS INC
D000191,HON. PETER A. DEFAZIO,2014Q3,PRINTING AND REPRODUCTION,3-Sep,DAVID L. ANDRUKITUS INC,8/26/14,8/26/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0190254,DAVID L. ANDRUKITUS INC
D000617,HON. SUZAN K. DELBENE,2014Q3,PRINTING AND REPRODUCTION,16-Jul,DAVID L. ANDRUKITUS INC,7/10/14,7/10/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0174745,DAVID L. ANDRUKITUS INC
F000372,HON. RODNEY P. FRELINGHUYSEN,2014Q3,PRINTING AND REPRODUCTION,4-Aug,DAVID L. ANDRUKITUS INC,7/23/14,7/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0180673,DAVID L. ANDRUKITUS INC
H001066,HON. STEVEN A. HORSFORD,2014Q3,PRINTING AND REPRODUCTION,22-Sep,DAVID L. ANDRUKITUS INC,9/17/14,9/17/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0197648,DAVID L. ANDRUKITUS INC
I000057,HON. STEVE ISRAEL,2014Q3,PRINTING AND REPRODUCTION,8-Jul,DAVID L. ANDRUKITUS INC,6/2/14,6/2/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0171629,DAVID L. ANDRUKITUS INC
J000032,HON. SHEILA JACKSON LEE,2014Q3,PRINTING AND REPRODUCTION,2-Jul,DAVID L. ANDRUKITUS INC,6/23/14,6/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0169669,DAVID L. ANDRUKITUS INC
N000002,HON. JERROLD NADLER,2014Q3,PRINTING AND REPRODUCTION,5-Aug,DAVID L. ANDRUKITUS INC,7/11/14,7/11/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0181206,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q3,PRINTING AND REPRODUCTION,30-Jul,DAVID L. ANDRUKITUS INC,7/23/14,7/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0178863,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q3,PRINTING AND REPRODUCTION,13-Aug,DAVID L. ANDRUKITUS INC,8/5/14,8/5/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0183862,DAVID L. ANDRUKITUS INC
R000578,HON. DAVID G. REICHERT,2014Q3,PRINTING AND REPRODUCTION,25-Aug,DAVID L. ANDRUKITUS INC,8/12/14,8/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0187890,DAVID L. ANDRUKITUS INC
R000576,HON. C. A. DUTCH RUPPERSBERGER,2014Q3,PRINTING AND REPRODUCTION,10-Sep,DAVID L. ANDRUKITUS INC,7/31/14,7/31/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0193717,DAVID L. ANDRUKITUS INC
S001180,HON. KURT SCHRADER,2014Q3,PRINTING AND REPRODUCTION,30-Jul,DAVID L. ANDRUKITUS INC,7/28/14,7/28/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0179428,DAVID L. ANDRUKITUS INC
S000344,HON. BRAD SHERMAN,2014Q3,PRINTING AND REPRODUCTION,12-Sep,DAVID L. ANDRUKITUS INC,9/9/14,9/9/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0194918,DAVID L. ANDRUKITUS INC
S000510,HON. ADAM SMITH,2014Q3,PRINTING AND REPRODUCTION,1-Aug,DAVID L. ANDRUKITUS INC,7/25/14,7/25/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0180320,DAVID L. ANDRUKITUS INC
S000510,HON. ADAM SMITH,2014Q3,PRINTING AND REPRODUCTION,22-Sep,DAVID L. ANDRUKITUS INC,9/12/14,9/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0197158,DAVID L. ANDRUKITUS INC
W000795,HON. JOE WILSON,2014Q3,PRINTING AND REPRODUCTION,13-Aug,DAVID L. ANDRUKITUS INC,8/11/14,8/11/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0184545,DAVID L. ANDRUKITUS INC
B000755,HON. KEVIN BRADY,2014Q4,PRINTING AND REPRODUCTION,1-Dec,DAVID L. ANDRUKITUS INC,11/25/14,11/25/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0219914,DAVID L. ANDRUKITUS INC
B001227,HON. ROBERT A. BRADY,2014Q4,PRINTING AND REPRODUCTION,18-Nov,DAVID L. ANDRUKITUS INC,11/12/14,11/12/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0216177,DAVID L. ANDRUKITUS INC
B001260,HON. VERN G. BUCHANAN,2014Q4,PRINTING AND REPRODUCTION,22-Dec,DAVID L ANDRUKITIS INC,12/16/14,12/16/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0229009,DAVID L ANDRUKITIS INC
C000537,HON. JAMES E. CLYBURN,2014Q4,PRINTING AND REPRODUCTION,30-Oct,DAVID L. ANDRUKITUS INC,10/16/14,10/16/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0210167,DAVID L. ANDRUKITUS INC
C001068,HON. STEVE COHEN,2014Q4,PRINTING AND REPRODUCTION,8-Oct,DAVID L. ANDRUKITUS INC,9/25/14,9/25/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0203626,DAVID L. ANDRUKITUS INC
E000288,HON. KEITH ELLISON,2014Q4,PRINTING AND REPRODUCTION,22-Oct,DAVID L. ANDRUKITUS INC,6/23/14,6/23/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0207447,DAVID L. ANDRUKITUS INC
F000043,HON. CHAKA FATTAH,2014Q4,PRINTING AND REPRODUCTION,29-Oct,DAVID L. ANDRUKITUS INC,10/20/14,10/20/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0209704,DAVID L. ANDRUKITUS INC
L000263,HON. SANDER M. LEVIN,2014Q4,PRINTING AND REPRODUCTION,22-Oct,DAVID L ANDRUKITIS INC,10/20/14,10/20/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0208126,DAVID L ANDRUKITIS INC
N000002,HON. JERROLD NADLER,2014Q4,PRINTING AND REPRODUCTION,6-Nov,DAVID L. ANDRUKITUS INC,11/4/14,11/4/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0212104,DAVID L. ANDRUKITUS INC
,COMMITTEE ON JUDICIARY,2014Q4,PRINTING AND REPRODUCTION,2-Oct,DAVID L. ANDRUKITUS INC,9/25/14,9/25/14,PRINTING & REPRODUCTION,$75.00,2014,AP,Accounts payable,E0201398,DAVID L. ANDRUKITUS INC
,CLERK OF THE HOUSE,2014Q2,PRINTING AND REPRODUCTION,14-Apr,THE FRANKLIN LIBRARY FISK UNIVERSITY,4/9/14,4/9/14,PRINTING & REPRODUCTION,$75.00,FISCAL YEAR 2014,AP,Accounts payable,E0140775,THE FRANKLIN LIBRARY FISK UNIVERSITY
W000809,HON. STEVE WOMACK,2014Q4,PRINTING AND REPRODUCTION,20-Nov,DIGITAL PRINTING SOLUTIONS INC,10/13/14,12/12/14,PRINTING & REPRODUCTION,$75.08,2014,AP,Accounts payable,E0217369,DIGITAL PRINTING SOLUTIONS INC
B001283,HON. JIM BRIDENSTINE,2014Q2,PRINTING AND REPRODUCTION,5-May,BSL - GEM LASER EXPRESS INC,1/1/14,3/31/14,PRINTING & REPRODUCTION,$75.12,2014,AP,Accounts payable,E0147439,BSL - GEM LASER EXPRESS INC
T000470,HON. SCOTT R. TIPTON,2014Q4,PRINTING AND REPRODUCTION,14-Oct,RICOH USA INC,8/22/14,9/21/14,PRINTING & REPRODUCTION,$75.12,2014,AP,Accounts payable,E0204644,RICOH USA INC
P000034,"HON. FRANK PALLONE, JR.",2015Q1,PRINTING AND REPRODUCTION,20-Feb,XEROX CORPORATION,6/26/14,9/30/14,PRINTING & REPRODUCTION,$75.28,2014,AP,Accounts payable,E0248824,XEROX CORPORATION
C001101,HON. KATHERINE M. CLARK,2014Q4,PRINTING AND REPRODUCTION,4-Nov,XEROX CORPORATION,5/24/14,6/21/14,PRINTING & REPRODUCTION,$75.28,2014,AP,Accounts payable,E0211335,XEROX CORPORATION
P000599,HON. BILL POSEY,2014Q4,PRINTING AND REPRODUCTION,14-Oct,COPYTRONICS INFORMATION SYSTEMS,6/9/14,7/8/14,PRINTING & REPRODUCTION,$75.36,2014,AP,Accounts payable,E0204432,COPYTRONICS INFORMATION SYSTEMS
P000608,HON. SCOTT H. PETERS,2014Q4,PRINTING AND REPRODUCTION,29-Oct,"MARCH, SARAH L",10/10/14,10/10/14,PRINTING & REPRODUCTION,$75.52,2014,AP,Accounts payable,E0209549,"MARCH, SARAH L"
C001048,HON. JOHN ABNEY CULBERSON,2015Q1,PRINTING AND REPRODUCTION,9-Mar,XEROX CORPORATION,9/30/14,12/21/14,PRINTING & REPRODUCTION,$75.56,2014,AP,Accounts payable,E0253601,XEROX CORPORATION
W000413,HON. ED WHITFIELD,2014Q3,PRINTING AND REPRODUCTION,11-Sep,FEDEX OFFICE AND PRINT SERVICES INC,8/12/14,8/12/14,PRINTING & REPRODUCTION,$75.56,2014,AP,Accounts payable,E0194559,FEDEX OFFICE AND PRINT SERVICES INC
W000809,HON. STEVE WOMACK,2014Q4,PRINTING AND REPRODUCTION,15-Dec,DIGITAL PRINTING SOLUTIONS INC,11/11/14,1/10/15,PRINTING & REPRODUCTION,$75.66,2014,AP,Accounts payable,E0225907,DIGITAL PRINTING SOLUTIONS INC
L000579,HON. ALAN S. LOWENTHAL,2015Q1,PRINTING AND REPRODUCTION,3-Feb,XEROX CORPORATION,3/21/14,6/21/14,PRINTING & REPRODUCTION,$75.69,2014,AP,Accounts payable,E0242696,XEROX CORPORATION
K000380,HON. DANIEL T. KILDEE,2015Q1,PRINTING AND REPRODUCTION,22-Jan,XEROX CORPORATION,6/21/14,7/21/14,PRINTING & REPRODUCTION,$75.75,2014,AP,Accounts payable,772416,XEROX CORPORATION
Y000065,HON. TED S. YOHO,2014Q1,PRINTING AND REPRODUCTION,27-Jan,ACCURATE WORD LLC,1/16/14,1/16/14,PRINTING & REPRODUCTION,$75.90,2014,AP,Accounts payable,E0110323,ACCURATE WORD LLC
Y000065,HON. TED S. YOHO,2014Q1,PRINTING AND REPRODUCTION,11-Mar,ACCURATE WORD LLC,3/5/14,3/5/14,PRINTING & REPRODUCTION,$75.90,2014,AP,Accounts payable,E0126319,ACCURATE WORD LLC
G000289,HON. BOB GOODLATTE,2014Q2,PRINTING AND REPRODUCTION,5-May,BLUE RIDGE COPIER INC,3/15/14,4/14/14,PRINTING & REPRODUCTION,$75.90,2014,AP,Accounts payable,E0147568,BLUE RIDGE COPIER INC
P000197,HON. NANCY PELOSI,2015Q1,PRINTING AND REPRODUCTION,22-Jan,XEROX CORPORATION,10/21/14,11/21/14,PRINTING & REPRODUCTION,$75.94,2014,AP,Accounts payable,E0238837,XEROX CORPORATION
P000592,HON. TED POE,2014Q3,PRINTING AND REPRODUCTION,3-Sep,ADVANCED BUSINESS COPIERS,6/19/14,8/19/14,PRINTING & REPRODUCTION,$75.94,2014,AP,Accounts payable,E0190675,ADVANCED BUSINESS COPIERS
S001150,HON. ADAM B. SCHIFF,2014Q2,PRINTING AND REPRODUCTION,8-Apr,XEROX CORPORATION,2/7/14,2/24/14,PRINTING & REPRODUCTION,$75.95,2014,AP,Accounts payable,E0138472,XEROX CORPORATION
H001065,HON. GEORGE HOLDING,2014Q4,PRINTING AND REPRODUCTION,17-Nov,TOSHIBA BUSINESS SOLUTIONS,8/2/14,11/1/14,PRINTING & REPRODUCTION,$75.96,2014,AP,Accounts payable,758785,TOSHIBA BUSINESS SOLUTIONS
B001257,HON. GUS M. BILIRAKIS,2014Q1,PRINTING AND REPRODUCTION,31-Mar,DAVID L. ANDRUKITUS INC,3/12/14,3/12/14,PRINTING & REPRODUCTION,$76.00,2014,AP,Accounts payable,721956,DAVID L. ANDRUKITUS INC
V000108,HON. PETER J. VISCLOSKY,2014Q1,PRINTING AND REPRODUCTION,24-Mar,DAVID L. ANDRUKITUS INC,3/14/14,3/14/14,PRINTING & REPRODUCTION,$76.00,2014,AP,Accounts payable,E0131426,DAVID L. ANDRUKITUS INC
Q000023,HON. MIKE QUIGLEY,2014Q2,PRINTING AND REPRODUCTION,28-Apr,DAVID L. ANDRUKITUS INC,4/21/14,4/21/14,PRINTING & REPRODUCTION,$76.00,2014,AP,Accounts payable,E0144686,DAVID L. ANDRUKITUS INC
T000470,HON. SCOTT R. TIPTON,2014Q3,PRINTING AND REPRODUCTION,15-Sep,DAVID L. ANDRUKITUS INC,9/10/14,9/10/14,PRINTING & REPRODUCTION,$76.00,2014,AP,Accounts payable,E0194865,DAVID L. ANDRUKITUS INC
